0,1400
0,1500
0,1600
0,1700
0,1800
100,1400
100,1500
100,1600
100,1700
100,1800
100,1900
200,1400
200,1500
200,1600
200,1700
200,1800
200,1900
200,2000
300,1400
300,1500
300,1600
300,1700
300,1800
300,1900
300,2000
400,1400
400,1500
400,1600
400,1700
400,1800
400,1900
400,2000
400,2100
500,1400
500,1500
500,1600
500,1700
500,1800
500,1900
500,2000
500,2100
500,2200
500,2300
600,1400
600,1500
600,1600
600,1700
600,1800
600,1900
600,2000
600,2100
600,2200
600,2300
600,2400
700,1300
700,1400
700,1500
700,1600
700,1700
700,1800
700,1900
700,2000
700,2100
700,2200
700,2300
700,2400
700,2500
800,1300
800,1400
800,1500
800,1600
800,1700
800,1800
800,1900
800,2000
800,2100
800,2200
800,2300
800,2400
800,2500
900,1200
900,1300
900,1400
900,1500
900,1600
900,1700
900,1800
900,1900
900,2000
900,2100
900,2200
900,2300
900,2400
900,2500
1000,1100
1000,1200
1000,1300
1000,1400
1000,1500
1000,1600
1000,1700
1000,1800
1000,1900
1000,2000
1000,2100
1000,2200
1000,2300
1000,2400
1000,2500
1100,1000
1100,1100
1100,1200
1100,1300
1100,1400
1100,1500
1100,1600
1100,1700
1100,1800
1100,1900
1100,2000
1100,2100
1100,2200
1100,2300
1100,2400
1100,2500
1200,800
1200,900
1200,1000
1200,1100
1200,1200
1200,1300
1200,1400
1200,1500
1200,1600
1200,1700
1200,1800
1200,1900
1200,2000
1200,2100
1200,2200
1200,2300
1200,2400
1200,2500
1300,700
1300,800
1300,900
1300,1000
1300,1100
1300,1200
1300,1300
1300,1400
1300,1500
1300,1600
1300,1700
1300,1800
1300,1900
1300,2000
1300,2100
1300,2200
1300,2300
1300,2400
1300,2500
1400,500
1400,600
1400,700
1400,800
1400,900
1400,1000
1400,1100
1400,1200
1400,1300
1400,1400
1400,1500
1400,1600
1400,1700
1400,1800
1400,1900
1400,2000
1400,2100
1400,2200
1400,2300
1400,2400
1400,2500
1500,300
1500,400
1500,500
1500,600
1500,700
1500,800
1500,900
1500,1000
1500,1100
1500,1200
1500,1300
1500,1400
1500,1500
1500,1600
1500,1700
1500,1800
1500,1900
1500,2000
1500,2100
1500,2200
1500,2300
1500,2400
1500,2500
1600,0
1600,100
1600,200
1600,300
1600,400
1600,500
1600,600
1600,700
1600,800
1600,900
1600,1000
1600,1100
1600,1200
1600,1300
1600,1400
1600,1500
1600,1600
1600,1700
1600,1800
1600,1900
1600,2000
1600,2100
1600,2200
1600,2300
1600,2400
1600,2500
1700,0
1700,100
1700,200
1700,300
1700,400
1700,500
1700,600
1700,700
1700,800
1700,900
1700,1000
1700,1100
1700,1200
1700,1300
1700,1400
1700,1500
1700,1600
1700,1700
1700,1800
1700,1900
1700,2000
1700,2100
1700,2200
1700,2300
1700,2400
1700,2500
1800,0
1800,100
1800,200
1800,300
1800,400
1800,500
1800,600
1800,700
1800,800
1800,900
1800,1000
1800,1100
1800,1200
1800,1300
1800,1400
1800,1500
1800,1600
1800,1700
1800,1800
1800,1900
1800,2000
1800,2100
1800,2200
1800,2300
1800,2400
1800,2500
1900,0
1900,100
1900,200
1900,300
1900,400
1900,500
1900,600
1900,700
1900,800
1900,900
1900,1000
1900,1100
1900,1200
1900,1300
1900,1400
1900,1500
1900,1600
1900,1700
1900,1800
1900,1900
1900,2000
1900,2100
1900,2200
1900,2300
1900,2400
1900,2500
2000,0
2000,100
2000,200
2000,300
2000,400
2000,500
2000,600
2000,700
2000,800
2000,900
2000,1000
2000,1100
2000,1200
2000,1300
2000,1400
2000,1500
2000,1600
2000,1700
2000,1800
2000,1900
2000,2000
2000,2100
2000,2200
2000,2300
2000,2400
2000,2500
2100,0
2100,100
2100,200
2100,300
2100,400
2100,500
2100,600
2100,700
2100,800
2100,900
2100,1000
2100,1100
2100,1200
2100,1300
2100,1400
2100,1500
2100,1600
2100,1700
2100,1800
2100,1900
2100,2000
2100,2100
2100,2200
2100,2300
2100,2400
2100,2500
2200,0
2200,100
2200,200
2200,300
2200,400
2200,500
2200,600
2200,700
2200,800
2200,900
2200,1000
2200,1100
2200,1200
2200,1300
2200,1400
2200,1500
2200,1600
2200,1700
2200,1800
2200,1900
2200,2000
2200,2100
2200,2200
2200,2300
2200,2400
2200,2500
2300,0
2300,100
2300,200
2300,300
2300,400
2300,500
2300,600
2300,700
2300,800
2300,900
2300,1000
2300,1100
2300,1200
2300,1300
2300,1400
2300,1500
2300,1600
2300,1700
2300,1800
2300,1900
2300,2000
2300,2100
2300,2200
2300,2300
2300,2400
2300,2500
2400,0
2400,100
2400,200
2400,300
2400,400
2400,500
2400,600
2400,700
2400,800
2400,900
2400,1000
2400,1100
2400,1200
2400,1300
2400,1400
2400,1500
2400,1600
2400,1700
2400,1800
2400,1900
2400,2000
2400,2100
2400,2200
2400,2300
2400,2400
2400,2500
2500,0
2500,100
2500,200
2500,300
2500,400
2500,500
2500,600
2500,700
2500,800
2500,900
2500,1000
2500,1100
2500,1200
2500,1300
2500,1400
2500,1500
2500,1600
2500,1700
2500,1800
2500,1900
2500,2000
2500,2100
2500,2200
2500,2300
2500,2400
2500,2500
